"Country","ISO3","Specie","Breed/Most common name","Language","Description","Transboundary name","Other name"
"Myanmar","MMR","Chicken","Rhode Island Red","eng.","","Rhode Island Red",""
"Myanmar","MMR","Chicken","Tain Nyin","burmese","","",""
"Myanmar","MMR","Chicken","White Leghorn","eng.","","Commercial strain, layer, Leghorn",""
"Myanmar","MMR","Chicken","White Plymouth","eng.","","Plymouth Rock White",""
"Myanmar","MMR","Duck (domestic)","Khayan Duck","eng.","","","Be=duck), Dat Be"
"Myanmar","MMR","Goat","Black Bengal","eng.","","Bengal",""
"Myanmar","MMR","Goat","Jade Ni","burmese = Burmese Red Goat","","","Way Thali, Seik Ni"
"Myanmar","MMR","Goat","Jumunapuri","","","Jamnapari",""
"Myanmar","MMR","Horse","Burmese","eng.","","","Bama Myinn"
"Myanmar","MMR","Horse","Shan Pony","eng.","","","Shan Myinn"
"Myanmar","MMR","Pig","Badaung Wet","burmese = Badaung pig","","","Badaung Mountain Dwarf"
"Myanmar","MMR","Pig","Berkshire","eng.","","Berkshire",""
"Myanmar","MMR","Pig","Bo Cake","burmese","","",""
"Myanmar","MMR","Pig","Duroc","fr.","","Duroc",""
"Myanmar","MMR","Pig","Landrace","eng.","","Landrace",""
"Myanmar","MMR","Pig","Large White","eng.","","Large White",""
"Myanmar","MMR","Pig","Taung Pig","eng.","","","Wetaung"
"Myanmar","MMR","Sheep","Awassi","","","Awassi",""
"Myanmar","MMR","Sheep","Bama Thoe","burmese = Burmese Sheep","","","Burmese, Myanmar Sheep, Thoe Mie Shay"
"Myanmar","MMR","Sheep","Corriedale","eng.","","Corriedale",""
"Montenegro","MNE","Ass","Balkanski magarac","mne","The domestic Balkan donkey in Montenegro belongs to the wider population of the Balkan donkey. It is mainly bred in the southern and central parts of Montenegro (karst area), where in the past, on inaccessible terrain, due to its smaller size, vitality and adaptability, it functioned much better than a horse. It is characterized by a strong constitution, harmonious build and compact body frame. It has a small body frame, with an average height at the withers of 97.5 cm and a height at the withers of 99.5 cm. The average body weight of an adult animal is 129 kg.","","Balkan donkey"
"Montenegro","MNE","Cattle","Brown Swiss","eng","","Brown Swiss","Smedja rasa "
"Montenegro","MNE","Cattle","Buša","mne","","","Busha, Busha"
"Montenegro","MNE","Cattle","Holstein","","","Holstein (black and white)","Crno bijela"
"Montenegro","MNE","Cattle","Simmental","eng","","Simmental","Simentalac"
"Montenegro","MNE","Cattle","Sivo govece","mne","Sivo govece is a breed of cattle usually reared in mountain and karst area of Montenegro.","","Tyrolean grey, Tirolean gray cattle"
"Montenegro","MNE","Goat","Alpina","","","",""
"Montenegro","MNE","Goat","Domaca Balkanska","MNE","","",""
"Montenegro","MNE","Horse","Arapski konj","yug","","Arab",""
"Montenegro","MNE","Horse","Domaci brdski konj","mne","","","Crnogorski brdski konj, Mountain pony"
"Montenegro","MNE","Sheep","Bardoka","MNE","","","Bijela metohijska ovca, Bardoka"
"Montenegro","MNE","Sheep","Cigaja","en","","",""
"Montenegro","MNE","Sheep","Ljaba","","","",""
"Montenegro","MNE","Sheep","Pivska pramenka","mne","Pivska breed or Pivska pramenka is autochthonous breed known and reared only in Montenegro.","","Pivska pramenka, jezerska, Jezeropivska, Pivska pramenka"
"Montenegro","MNE","Sheep","Sjenicka rasa","Me","","",""
"Montenegro","MNE","Sheep","Sora","MNE","","",""
"Montenegro","MNE","Sheep","Virtemberg","Me","","Merinolandschaf",""
"Montenegro","MNE","Sheep","Zuja","mne","Zuja breed exist in two variety - as Zetska žuja and Piperska zuja .","","Zetska zuja, Piperska zuja"
"Mongolia","MNG","Bactrian camel","Galbin goviin ulaan","en","","",""
"Mongolia","MNG","Bactrian camel","Khanin khetsiin khuren","En","","",""
"Mongolia","MNG","Bactrian camel","Lamiin gegeenii ulaan","en","","",""
"Mongolia","MNG","Bactrian camel","Mongolian Bactrian","eng.","","Mongolian Bactrian","Mongol Temee"
"Mongolia","MNG","Bactrian camel","Tukhum Tungalagin khuren","en","A localized breed of two humped camels created in Mongolia","Mongolian Bactrian",""
"Mongolia","MNG","Cattle","Black and White","eng.","","Holstein (black and white)","Black and White"
"Mongolia","MNG","Cattle","Brown Swiss","eng.","","Brown Swiss",""
"Mongolia","MNG","Cattle","Bugan Khaliun","en","","",""
"Mongolia","MNG","Cattle","Dornor mongolyn ulaan","eng.","","",""
"Mongolia","MNG","Cattle","Hereford","eng.","","Hereford",""
"Mongolia","MNG","Cattle","Kazakh white head","eng.","","Kazakh Whiteheaded",""
"Mongolia","MNG","Cattle","Limousine","fr.","","Limousin",""
"Mongolia","MNG","Cattle","Mongolian","eng.","","Mongolian",""
"Mongolia","MNG","Cattle","Selenge","mon.","","",""
"Mongolia","MNG","Cattle","Simmental","","","Simmental",""
"Mongolia","MNG","Chicken","Mongolian Local Hen","eng.","","","Nutgiin tachia"
"Mongolia","MNG","Deer","Mongol Tsaa buga","Mongol","","","Reindeer/Caribou"
"Mongolia","MNG","Goat","Altain ulaan","eng.","","",""
"Mongolia","MNG","Goat","Bayndelgeriin ulaan","eng.","","",""
"Mongolia","MNG","Goat","Bombogoriin ulaan","eng.","","",""
"Mongolia","MNG","Goat","Delgerehiin ulaan","eng.","","",""
"Mongolia","MNG","Goat","Erchim khar","eng.","","",""
"Mongolia","MNG","Goat","Galsharin ulaan","eng.","","",""
"Mongolia","MNG","Goat","Govi Gurvan Saihan","eng.","","",""
"Mongolia","MNG","Goat","Mongolian Cashmere Goat","eng.","","Mongolian Cashmere Goat","Mongol Yama"
"Mongolia","MNG","Goat","Ulgiin Ulaan","eng.","","",""
"Mongolia","MNG","Goat","Unjuul","eng.","","","Unjuulyn Tsagaan"
"Mongolia","MNG","Goat","Uulyn Bor","eng.","","",""
"Mongolia","MNG","Goat","Zalaa jinstiin tsagaan","eng.","","",""
"Mongolia","MNG","Goat","Zavkhan buural","eng.","","",""
"Mongolia","MNG","Goose (domestic)","Mongolian Local Goose","eng.","","","Nutgiin galuu"
"Mongolia","MNG","Horse","Darkhad","eng.","","",""
"Mongolia","MNG","Horse","Galshar","en","The breed o found in the eastern steppe areas of Mongolia is of racing horse configuration. Its body is smaller and, narrow in size, agile head, sharp eyesight, canon bold and thick, stable heel.","",""
"Mongolia","MNG","Horse","Mongol Aduu","eng.","","Mongolian","China Pony, Mongolian Pony, Mongolian"
"Mongolia","MNG","Horse","Myngad","eng.","","",""
"Mongolia","MNG","Horse","Ondorshil","eng","","",""
"Mongolia","MNG","Horse","Tes","","","",""
"Mongolia","MNG","Sheep","Altanbulag","eng.","","",""
"Mongolia","MNG","Sheep","Baidrag","mong.","","","Chamar Khoni, Bargad, Chamar"
"Mongolia","MNG","Sheep","Barga","Eng.","","","Barga breed"
"Mongolia","MNG","Sheep","Bayad","mong.","","","Bayad Khoni"
"Mongolia","MNG","Sheep","Bayangol","eng.","","",""
"Mongolia","MNG","Sheep","Buryad","Eng","","","Buryad strain"
"Mongolia","MNG","Sheep","Darkhat","mong.","","",""
"Mongolia","MNG","Sheep","Gobi-Altai","mong.","","","Gobi-Alltai Khoni"
"Mongolia","MNG","Sheep","Jargalant","eng.","","",""
"Mongolia","MNG","Sheep","Kalkh Khoni","mon.","","Mongolian","Mongolian, Mongolian Fat-Tailed"
"Mongolia","MNG","Sheep","Karakul","","","Karakul","Astrakhan, Bukhara, Karakul'Skaya, Persian Lamb, Persian Lambrakhan, Karakul'"
"Mongolia","MNG","Sheep","Kerei","eng.","","",""
"Mongolia","MNG","Sheep","Khangai","mon.","","Khangai",""
"Mongolia","MNG","Sheep","Khotont","mon.","","","Khotont breed group"
"Mongolia","MNG","Sheep","Orkhon","mong.","","","Orhon, Orkhonskaya"
"Mongolia","MNG","Sheep","Sartuul","mon.","","",""
"Mongolia","MNG","Sheep","Sumber","mong.","","Karakul","Sumber Karakul"
"Mongolia","MNG","Sheep","Sutai","eng.","","","Sutai strai"
"Mongolia","MNG","Sheep","Talin Tsagaan","mong.","","","Tsigai"
"Mongolia","MNG","Sheep","Tamir","eng.","","",""
"Mongolia","MNG","Sheep","Torguud","mong.","","","Torguut"
"Mongolia","MNG","Sheep","Tsagaan-Uul","Eng.","","",""
"Mongolia","MNG","Sheep","Uzemchin","mong.","","Mongolian","Uzemchin Khoni"
"Mongolia","MNG","Sheep","Yeroo","mon.","","",""
"Mongolia","MNG","Yak (domestic)","Mongolian Yak","eng","","","Yak, Yak"
"Northern Mariana Islands","MNP","Cattle","Aberdeen Angus","eng.","","Aberdeen-Angus",""
"Northern Mariana Islands","MNP","Cattle","Brahman","","","Brahman",""
"Northern Mariana Islands","MNP","Cattle","Santa Gertrudis","","","Santa Gertrudis",""
"Northern Mariana Islands","MNP","Chicken","Leghorn","","","Commercial strain, layer, Leghorn",""
"Northern Mariana Islands","MNP","Chicken","Plymouth Rock","eng.","","Plymouth Rock",""
"Northern Mariana Islands","MNP","Chicken","Rhode Island Red","eng.","","Rhode Island Red",""
"Northern Mariana Islands","MNP","Deer","Sambar","","","Sambar deer (Cervus unicolor)",""
"Northern Mariana Islands","MNP","Muscovy duck","Muscovy","eng.","","Muscovy",""
"Northern Mariana Islands","MNP","Pig","Duroc","fr.","","Duroc",""
"Northern Mariana Islands","MNP","Pig","Hampshire","eng.","","Hampshire",""
"Northern Mariana Islands","MNP","Pig","Landrace","eng.","","Landrace",""
"Northern Mariana Islands","MNP","Pig","Pacific Pig","eng.","","",""
"Northern Mariana Islands","MNP","Pig","Yorkshire","eng.","","Large White",""
"Mozambique","MOZ","Buffalo","Jafarabadi x Murrah","","","",""
"Mozambique","MOZ","Cattle","Africander","eng.","","Africander","Afrikaner"
"Mozambique","MOZ","Cattle","Angoni","","","Angoni",""
"Mozambique","MOZ","Cattle","Bonsmara","","","Bonsmara",""
"Mozambique","MOZ","Cattle","Boran","English","","Boran",""
"Mozambique","MOZ","Cattle","Bovino de Tete","en","","",""
"Mozambique","MOZ","Cattle","Brahman","","","Brahman",""
"Mozambique","MOZ","Cattle","Brown Swiss","","","Brown Swiss",""
"Mozambique","MOZ","Cattle","Holstein-Friesian","","","Holstein (black and white)",""
"Mozambique","MOZ","Cattle","Jersey","eng.","","Jersey",""
"Mozambique","MOZ","Cattle","Landim","Portuguese","","Nguni",""
"Mozambique","MOZ","Cattle","Mashona","shona","","","Ngombe Dza Vakaranga, Makaranga"
"Mozambique","MOZ","Cattle","Mozambique Angoni","eng.","","","Angone"
"Mozambique","MOZ","Cattle","Nguni","","","Nguni",""
"Mozambique","MOZ","Cattle","Simmental","English","","Simmental",""
"Mozambique","MOZ","Cattle","Tete","","","",""
"Mozambique","MOZ","Chicken","Brahman Chicken","Afrikans","","",""
"Mozambique","MOZ","Chicken","Landim","","","","Macua"
"Mozambique","MOZ","Goat","Boer","","","Boer","Afrikaner, Boerbok, South African Common Goat, Africander"
"Mozambique","MOZ","Goat","French Alpine","eng.","","French Alpine",""
"Mozambique","MOZ","Goat","Landim","","","",""
"Mozambique","MOZ","Goat","Pafuri","","","",""
"Mozambique","MOZ","Goat","Saanen","","","Saanen",""
"Mozambique","MOZ","Goat","Small East African","eng.","","Small East African","Landim"
"Mozambique","MOZ","Goat","Toggenburg","","","Toggenburg",""
"Mozambique","MOZ","Pig","Landim","","","",""
"Mozambique","MOZ","Rabbit","Butterfly","eng.","","Butterfly",""
"Mozambique","MOZ","Rabbit","California X New Zealand","eng.","","",""
"Mozambique","MOZ","Sheep","Blackhead Persian","eng.","","Blackhead Persian",""
"Mozambique","MOZ","Sheep","Damara","","","Damara",""
"Mozambique","MOZ","Sheep","Karakul","","","Karakul","Astrakhan, Bukhara, Karakul'Skaya, Persian Lamb, Persian Lambrakhan, Karakul'"
"Mozambique","MOZ","Sheep","Landim","","","",""
"Mozambique","MOZ","Sheep","Nguni","","","Nguni","Zulu, Swazi"
"Mozambique","MOZ","Sheep","Red Head Persian","eng.","","",""
"Mauritania","MRT","Ass","Native of North Africa","eng.","","Native of North Africa","Âne commun d'Afrique"
"Mauritania","MRT","Cattle","Brune de l' Atlas","fr.","","Brown Atlas","Brown Atlas"
"Mauritania","MRT","Cattle","Holstein","","","Holstein (black and white)",""
"Mauritania","MRT","Cattle","Jersey","eng.","","Jersey",""
"Mauritania","MRT","Cattle","Maure","","","Maure","Gabaruye, Mauritanian, Moor, Moorish, Zébu Maure, Arab"
"Mauritania","MRT","Cattle","Zébu paskistanais","fr.","","",""
"Mauritania","MRT","Cattle","Zébu peul","","","West African Zebu","Gobra"
"Mauritania","MRT","Chicken","Mauritanian Local Chicken","eng.","","",""
"Mauritania","MRT","Dromedary","Chameau De L'aftout","fr.","","",""
"Mauritania","MRT","Dromedary","Chameau Du Sahel","fr.","","","Méhari, dromadaire du Sahel, Regueibi"
"Mauritania","MRT","Goat","Arabia","","","Sahelian","Arab"
"Mauritania","MRT","Goat","Berber","","","Berber",""
"Mauritania","MRT","Goat","Chèvre naine de l'Est","fr.","","",""
"Mauritania","MRT","Goat","Diougry","","","West African Dwarf","African, Cameroon, Djallonke, Grassland, Guinean, Guinean Dwarf, Kirdi, Kosi, Nigerian Dwarf, Pygmy, West African Dwarf"
"Mauritania","MRT","Goat","Gouéra","fr.","","",""
"Mauritania","MRT","Goat","Moussoro","","","Moussoro","Kanem"
"Mauritania","MRT","Goat","Sahel","fr","","Sahelian",""
"Mauritania","MRT","Goat","Tuareg","","","Tuareg","Bariolee du Sahel, Chèvre du Sahel, Sahel, Sahelian, West African Longlegged, Fulani"
"Mauritania","MRT","Goat","Western Goat","eng.","","Western Goat",""
"Mauritania","MRT","Horse","Arab-Barb","","","West African Barb","West African Barb, Arabe Barbe"
"Mauritania","MRT","Horse","Arabe","","","Arab",""
"Mauritania","MRT","Horse","Barbe","fr.","","Barb","Barb"
"Mauritania","MRT","Horse","Hodh","","","Hodh",""
"Mauritania","MRT","Sheep","Arab","","","Black Maure","Maure, Moor, Moorish, Mouton Maure a Poil Long, Mouton maure à poils ras, NarBlack, Mauritiana"
"Mauritania","MRT","Sheep","Blackhead Persian","eng.","","Blackhead Persian",""
"Mauritania","MRT","Sheep","Fulani","","","Fulani","Foulbe, Fulbe, Peul-Peul, Peulh, Poulfouli, peul, Peuhl"
"Mauritania","MRT","Sheep","Ladem","Fr","","",""
"Mauritania","MRT","Sheep","Touabire","","","Touabire","Maure a Poils Ras, Mouton maure à poils longs, Touabir, Touabire ou Ladoum, White Maure, White Arab"
"Mauritania","MRT","Sheep","noir poil long","fr","","",""
"Montserrat","MSR","Cattle","Puerto Rican","eng.","","Puerto Rican",""
"Montserrat","MSR","Goat","Creole","sp.","","Creole","West Indian"
"Martinique","MTQ","Cattle","Créole","fr.","","Creole",""
"Martinique","MTQ","Cattle","Puerto Rican","eng.","","Puerto Rican",""
"Martinique","MTQ","Goat","Créole","sp.","","Creole","West Indian, Cabri Créole"
"Martinique","MTQ","Sheep","Créole","fr.","","Criollo","Mouton Créole"
"Mauritius","MUS","Cattle","Friesian","","","Holstein (black and white)",""
"Mauritius","MUS","Cattle","Jersey","English","","",""
"Mauritius","MUS","Cattle","Mauritius Creole","eng.","Off white with pink muzzle. Previously animals of this breed were reported as having brown or ash areas on the white coat.","","Creole"
"Mauritius","MUS","Cattle","Zebu","","","",""
"Mauritius","MUS","Chicken","Hybrid","E=eng.","","",""
"Mauritius","MUS","Chicken","Local chicken","eng. Breed name unknown","","",""
"Mauritius","MUS","Deer","Rusa Deer","eng.","Light to dark brown in colour.","Rusa deer (Cervus timorensis)",""
"Mauritius","MUS","Goat","Barbari","","","Barbari",""
"Mauritius","MUS","Goat","Boer","","","Boer",""
"Mauritius","MUS","Goat","Local goat","","","",""
"Mauritius","MUS","Goat","Saanen","English","","",""
"Mauritius","MUS","Pig","Landrace","eng.","","Landrace",""
"Mauritius","MUS","Pig","Large White","eng.","","Large White",""
"Mauritius","MUS","Pig","Mongoose","eng.","","Mangouste",""
"Mauritius","MUS","Sheep","Dorper","","","Dorper","Dorsian"
"Mauritius","MUS","Sheep","Rodrigaise","","","",""
"Malawi","MWI","Cattle","Angoni","","","Angoni","Ngoni"
"Malawi","MWI","Cattle","Angoni Zebu","","","Angoni","Malawi Zebu"
"Malawi","MWI","Cattle","Ayrshire","eng.","","Ayrshire",""
"Malawi","MWI","Cattle","Bonsmara","Afrikaans","","Bonsmara",""
"Malawi","MWI","Cattle","Boran","","","Boran",""
"Malawi","MWI","Cattle","Brahman","","","Brahman",""
"Malawi","MWI","Cattle","Charorlais","","","Charolais",""
"Malawi","MWI","Cattle","East African Zebu","","","",""
"Malawi","MWI","Cattle","Friesian","eng.","","Holstein (black and white)",""
"Malawi","MWI","Cattle","Jersey","eng.","","Jersey",""
"Malawi","MWI","Cattle","Malawi Zebu","eng.","","",""
"Malawi","MWI","Cattle","Nkole","","","",""
"Malawi","MWI","Cattle","North Malawi Zebu","eng.","","",""
"Malawi","MWI","Cattle","Simmental","","","Simmental",""
"Malawi","MWI","Cattle","Sussex","eng.","","Sussex",""
"Malawi","MWI","Cattle","smaller, short horned Malawi Zebu","","","",""
"Malawi","MWI","Chicken","Black Australorp","eng.","","Black Australorp",""
"Malawi","MWI","Chicken","Boshcveld","","","",""
"Malawi","MWI","Chicken","Cobb 500","eng.","","Commercial strain, layer, Cobb 500",""
"Malawi","MWI","Chicken","Dwarf","","","",""
"Malawi","MWI","Chicken","Frizzle","eng.","","Frizzle",""
"Malawi","MWI","Chicken","Hy-Line","eng.","","Commercial strain, layer, Hy-Line",""
"Malawi","MWI","Chicken","Kuroiler","Composite","","",""
"Malawi","MWI","Chicken","Malawi local chicken","english","","",""
"Malawi","MWI","Chicken","Naked Neck","eng.","","",""
"Malawi","MWI","Chicken","Ross","eng.","","Commercial strain, broiler, Ross",""
"Malawi","MWI","Chicken","Ross Indian River","eng.","","Commercial strain, broiler, Ross Indian River",""
"Malawi","MWI","Chicken","Tokai","","","",""
"Malawi","MWI","Chicken","White Leghorn","eng.","","Commercial strain, layer, Leghorn",""
"Malawi","MWI","Goat","Anglo-Nubian","eng.","","Anglo-Nubian",""
"Malawi","MWI","Goat","Boer","","","Boer",""
"Malawi","MWI","Goat","Cyprus","eng.","","Cyprus",""
"Malawi","MWI","Goat","Damascus","","","Damascus",""
"Malawi","MWI","Goat","Malawian","eng.","","","Malawi"
"Malawi","MWI","Goat","Saanen","","","Saanen",""
"Malawi","MWI","Goat","Small East African","eng.","","Small East African",""
"Malawi","MWI","Guinea fowl","Ash","","","",""
"Malawi","MWI","Guinea fowl","Lavender","","","",""
"Malawi","MWI","Guinea fowl","Pearl Guinea Fowl","eng.","","Pearl Guineafowl",""
"Malawi","MWI","Pig","Landrace","eng.","","Landrace",""
"Malawi","MWI","Pig","Large White","eng.","","Large White",""
"Malawi","MWI","Pig","Malawi","eng.","","",""
"Malawi","MWI","Rabbit","California","eng.","","California",""
"Malawi","MWI","Rabbit","Flemish Giant","eng.","","Flemish Giant",""
"Malawi","MWI","Rabbit","Local rabbit","","","",""
"Malawi","MWI","Rabbit","New Zealand White","eng.","","New Zealand White",""
"Malawi","MWI","Sheep","Dorper","","","Dorper",""
"Malawi","MWI","Sheep","Malawi","eng.","","","Nyasa"
"Malawi","MWI","Sheep","Merinos","eng.","","Merino",""
"Malaysia","MYS","Buffalo","Borneo Buffalo","eng.","Buffalo of Borneo","Borneo Buffalo","Kerbau Sawah"
"Malaysia","MYS","Buffalo","Kerbau-Sawah","bahasa mal.","The buffalo of the swamp","","Malayan, Malaysian, Swamp Buffalo, Kerbau, Swamp Buffalo"
"Malaysia","MYS","Buffalo","Murrah","eng.","Water buffalo from India","Murrah","Kerbau Sapi Tenusu, Bubalus bubalis, Riverine Buffalo"
"Malaysia","MYS","Buffalo","Selembu","malay-mal.","Selembu is a result of inter-species hybridization between Seladang (Bos gaurus) and local cattle (lembu). The name is derived from the ""Se"" in Seladang and ""lembu"" in lembu.","","Gaur x Cattle hybrid, None"
"Malaysia","MYS","Cattle","Australian Friesian Sahiwal","eng.","","Australian Friesian Sahiwal","AFS"
"Malaysia","MYS","Cattle","Australian Milking Zebu","eng.","Australian Milking Zebu means dairy cattle developed in Australia and having Zebu inheritance (mainly Jersey x Sahiwal/Red Sindhi)","Australian Milking Zebu","AMZ"
"Malaysia","MYS","Cattle","Bali Cattle","eng.","Similar to the Bali cattle on the island of Bali in Indonesia","Bali","Balinese, Lembu Bali, Bos banteng, Banteng"
"Malaysia","MYS","Cattle","Banteng","eng.","","Banteng","Banteng Sondaicus Schlegel and Müller, Banteng Babteng Wagner"
"Malaysia","MYS","Cattle","Brakmas","","","",""
"Malaysia","MYS","Cattle","Burmese Gaur","eng.","","Burmese Gaur","Pyaung, Pyoung, Pyun, Burmese Bison"
"Malaysia","MYS","Cattle","Charoke","","","",""
"Malaysia","MYS","Cattle","Charolais","fr.","","",""
"Malaysia","MYS","Cattle","Droughtmaster","eng.","","Droughtmaster",""
"Malaysia","MYS","Cattle","Gir","","","Gir",""
"Malaysia","MYS","Cattle","Holstein Friesian","eng.","","Holstein (black and white)",""
"Malaysia","MYS","Cattle","Kedah-Kelantan","bahasa mal.","","","KK"
"Malaysia","MYS","Cattle","Local Indian Dairy","eng.","Nondescript composite of breeds derived from the Indian continent","","LID, Nil"
"Malaysia","MYS","Cattle","Mafriwal","bahasa mal.","Synthetic dairy-beef breed derived from superior Holstein and Zebu inheritance","","Malaysian Friesian Sahiwal, Malaysian Friesian Sahiwal"
"Malaysia","MYS","Cattle","Malay Banteng","eng.","","","Borneo Banteng, Bos javanicus butleri, Sapi Utan"
"Malaysia","MYS","Cattle","Nelore","eng.","Brazilian import. Name appears to indicate origin from the Nellore district of Andhra Pradesh in India.","Nelore","Ongole, Nellore"
"Malaysia","MYS","Cattle","Sahiwal","eng.","Originating from India/Pakistan - large numbers in Central and Southern areas of Pakistan, and in Punjab/Bihar/Uttar Pradesh in India.","Sahiwal","Montgomery, Lola, Multani, Teli, Lambi Bar"
"Malaysia","MYS","Cattle","Seladang","bahasa mal.","Belongs to the family Bovidae in the order Artiodactyla.","","Bos gaurus hubackii, Malayan Gaur, Malayan Bison, Gaur"
"Malaysia","MYS","Chicken","Ayam Kampong","bahasa mal.","Ayam Kampong means village chicken.","","Gallus domesticus, Native Chicken of Malaysia, Kampong"
"Malaysia","MYS","Deer","Sambar","","","Sambar deer (Cervus unicolor)","Cervus unicolor brookei, Cervus unicolor equinus"
"Malaysia","MYS","Duck (domestic)","Belibis","bahasa mal.","","Belibis","Lesser Wistling duck, Dendrocygna javanica, Itik Belibis, Indian Whistling Duck"
"Malaysia","MYS","Duck (domestic)","Khaki Campbell (layer)","_","","Khaki Campbell",""
"Malaysia","MYS","Duck (domestic)","Nila","bahasa mal.","","","Itik Nila"
"Malaysia","MYS","Duck (domestic)","Peking Duck","","","Pekin","Anas platyrhynchos"
"Malaysia","MYS","Duck(domestic) Muscovy duck","Serati","Bahasa Mal.","","","Nila"
"Malaysia","MYS","Goat","Alpine","Eng.","Goat breed originating from the Alps.","Alpine",""
"Malaysia","MYS","Goat","Anglo-Nubian","eng.","Breed developed in Great Britain of native stock and goats from India, the Middle East and North Africa, hence the name Anglo (a prefix to indicate a relation to the Angles, England) and Nubian (of a region along the Nile).","Anglo-Nubian","Nubians"
"Malaysia","MYS","Goat","Australian feral goat","eng.","","Australian feral",""
"Malaysia","MYS","Goat","Boer","eng.","'Boer' means 'farmer' in the Dutch language. So 'Boer goat' would be translated Farmer's Goat.","Boer","Kambing Boer, Africander, Afrikaner, South African common goat"
"Malaysia","MYS","Goat","German Fawn","eng.","","German Improved Fawn",""
"Malaysia","MYS","Goat","Germasia","malay","","","Jermasia"
"Malaysia","MYS","Goat","Jamnapari","ind.","Same name as the Indian ""Jamnapari"". Means ""goat breed beyond the river Jamna"".","Jamnapari","Jamunapari, Etawah"
"Malaysia","MYS","Goat","Jermasia","","","",""
"Malaysia","MYS","Goat","Katjang","bahasa mal.","","Katjang","Kambing Katjang, Kacang"
"Malaysia","MYS","Goat","Saanen","","","Saanen",""
"Malaysia","MYS","Goat","Toggenburg","","","Toggenburg",""
"Malaysia","MYS","Goose (domestic)","France White Rhine (broiler)","Eng.","","",""
"Malaysia","MYS","Goose (domestic)","Itik Kampong","bahasa mal.","","",""
"Malaysia","MYS","Horse","Bajau","bahasa mal.","","",""
"Malaysia","MYS","Horse","Kuda Padi","bahasa mal.","Kuda means horse; Padi means rice (depicting the small size of the breed).","","Local Pony"
"Malaysia","MYS","Muscovy duck","Muscovy Duck","eng.","","Muscovy","Cairina moschata"
"Malaysia","MYS","Ostrich","Ostrich","Eng.","Black colored ostrich originating from South Africa","African Black","Struthio camelus, Burung Unta"
"Malaysia","MYS","Pig","Duroc","fr.","The Duroc population is derived from imports of the breed from several countries. Name probably derived from the name of a horse called Duroc.","Duroc","Babi Duroc"
"Malaysia","MYS","Pig","Iban","bahasa mal.","Pig found in regions of Sumatra including in areas where the Iban live.","","Sus barbatus, Bearded Pig"
"Malaysia","MYS","Pig","Landrace","eng.","Descendants of Danish Landrace pig developed in Denmark.","Landrace","Babi Landrace"
"Malaysia","MYS","Pig","Large White Yorkshire","eng.","Breed of imported pig originating in Yorkshire, England.","Large White","Babi Large White, Ta Pai"
"Malaysia","MYS","Pig","South China","eng.","","","Canton Pig, Local Chinese, Cantonese"
"Malaysia","MYS","Quail","IKTA","Malay","Quail developed at Institute for Poultry Development","",""
"Malaysia","MYS","Rabbit","Californian","eng.","","California",""
"Malaysia","MYS","Rabbit","New Zealand White","eng.","","New Zealand White",""
"Malaysia","MYS","Sheep","Barbados Blackbelly","eng.","A hair sheep breed originating from the island of Barbados and having a black underbelly.","","Bebiri Barbados, Barbados Blackbelly"
"Malaysia","MYS","Sheep","Dorper","","","Dorper",""
"Malaysia","MYS","Sheep","Long Tail","","","",""
"Malaysia","MYS","Sheep","Malin (Malaysian Indigenous)","eng.","","","Malaysian, Pahang, Thai, Kelantan"
"Malaysia","MYS","Sheep","Morada Nova","port.","","Morada Nova",""
"Malaysia","MYS","Sheep","Santa Inês","fr.","","Santa Ines",""
"Malaysia","MYS","Sheep","Sussex","eng.","","Sussex",""
"Namibia","NAM","Ass","Namibian Donkey","","","",""
"Namibia","NAM","Cattle","Afrigus","","","",""
"Namibia","NAM","Cattle","Afrikaner","dutch","","Africander","Izankayi"
"Namibia","NAM","Cattle","Afrisim","","","",""
"Namibia","NAM","Cattle","Angus","eng.","","Aberdeen-Angus",""
"Namibia","NAM","Cattle","Beefmaster","eng.","","Beefmaster",""
"Namibia","NAM","Cattle","Bonsmara","","","Bonsmara",""
"Namibia","NAM","Cattle","Boran","","","Boran",""
"Namibia","NAM","Cattle","Braford","","","Braford",""
"Namibia","NAM","Cattle","Brahman","","","Brahman",""
"Namibia","NAM","Cattle","Brangus","","","Brangus",""
"Namibia","NAM","Cattle","Braunvieh","ger.","","Brown Swiss",""
"Namibia","NAM","Cattle","Charbray","","","Charbray",""
"Namibia","NAM","Cattle","Charolais","fr.","","Charolais",""
"Namibia","NAM","Cattle","Chianina","Italian","","Chianina",""
"Namibia","NAM","Cattle","Dexter","eng.","","Dexter",""
"Namibia","NAM","Cattle","Drakensberger","","","Drakensberger",""
"Namibia","NAM","Cattle","Droughtmaster","English","","Droughtmaster",""
"Namibia","NAM","Cattle","Gelbvieh","ger.","","Gelbvieh",""
"Namibia","NAM","Cattle","Guernsey","","","Guernsey",""
"Namibia","NAM","Cattle","Hereford","eng.","","Hereford",""
"Namibia","NAM","Cattle","Holstein-Friesian","","","Holstein (black and white)",""
"Namibia","NAM","Cattle","Huguenot","","","",""
"Namibia","NAM","Cattle","Jersey","eng.","","Jersey",""
"Namibia","NAM","Cattle","Limousin","fr.","","Limousin",""
"Namibia","NAM","Cattle","Nguni","","","Nguni",""
"Namibia","NAM","Cattle","Pinzgauer","","","Pinzgau",""
